title,abstract_snippet,year,venue,citations,influential_citations,doi,url,sources,authors,relevance_score,matched_keywords,reason_included
ALMTokenizer: A Low-bitrate and Semantic-rich Audio Codec Tokenizer for Audio Language Modeling,"Recent advancements in audio language models have underscored the pivotal role of audio tokenization, which converts audio signals into discrete tokens, thereby facilitating the application of language model architectures to the audio domai...",2025,International Conference on Machine Learning,18,3,10.48550/arXiv.2504.10344,https://doi.org/10.48550/arXiv.2504.10344,semantic_scholar,Dongchao Yang|Songxiang Liu|Haohan Guo|Jiankun Zhao|Yuanyuan Wang|Helin Wang|Zeqian Ju|Xubo Liu|Xueyuan Chen|Xu Tan|Xixin Wu|Helen M. Meng,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
AToken: A Unified Tokenizer for Vision,"We present AToken, the first unified visual tokenizer that achieves both high-fidelity reconstruction and semantic understanding across images, videos, and 3D assets. Unlike existing tokenizers that specialize in either reconstruction or un...",2025,arXiv.org,18,1,10.48550/arXiv.2509.14476,https://doi.org/10.48550/arXiv.2509.14476,semantic_scholar,Jiasen Lu|Liangchen Song|Mingze Xu|Byeongjoo Ahn|Yanjun Wang|Chen Chen|Afshin Dehghan|Yinfei Yang,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Homogeneous tokenizer matters: Homogeneous visual tokenizer for remote sensing image understanding,,2024,ISPRS Journal of Photogrammetry and Remote Sensing,18,0,10.1016/j.isprsjprs.2024.09.009,https://doi.org/10.1016/j.isprsjprs.2024.09.009,crossref,Run Shao|Zhaoyang Zhang|Chao Tao|Yunsheng Zhang|Chengli Peng|Haifeng Li,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
SemHiTok: A Unified Image Tokenizer via Semantic-Guided Hierarchical Codebook for Multimodal Understanding and Generation,"In this paper, we introduce SemHiTok, a unified image Tokenizer via Semantic-Guided Hierarchical codebook that provides consistent discrete representations for multimodal understanding and generation. Recently, unified image tokenizers have...",2025,arXiv.org,17,0,10.48550/arXiv.2503.06764,https://doi.org/10.48550/arXiv.2503.06764,semantic_scholar,Zisheng Chen|Chunwei Wang|Xiuwei Chen|Hang Xu|Jianhua Han|Xiandan Liang,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
VoxCPM: Tokenizer-Free TTS for Context-Aware Speech Generation and True-to-Life Voice Cloning,"Generative models for speech synthesis face a fundamental trade-off: discrete tokens ensure stability but sacrifice expressivity, while continuous signals retain acoustic richness but suffer from error accumulation due to task entanglement....",2025,arXiv.org,17,0,10.48550/arXiv.2509.24650,https://doi.org/10.48550/arXiv.2509.24650,semantic_scholar,Yixuan Zhou|Guoyang Zeng|Xin Liu|Xiang Li|Renjie Yu|Ziyang Wang|Runchuan Ye|Weiyu Sun|Jiancheng Gui|Kehan Li|Zhiyong Wu|Zhiyuan Liu,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Multimodal Medical Code Tokenizer,"Foundation models trained on patient electronic health records (EHRs) require tokenizing medical data into sequences of discrete vocabulary items. Existing tokenizers treat medical codes from EHRs as isolated textual tokens. However, each m...",2025,International Conference on Machine Learning,16,0,10.48550/arXiv.2502.04397,https://doi.org/10.48550/arXiv.2502.04397,semantic_scholar,Xiaorui Su|Shvat Messica|Yepeng Huang|Ruth Johnson|Lukas Fesser|Shanghua Gao|F. Sahneh|M. Zitnik,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
AliTok: Towards Sequence Modeling Alignment between Tokenizer and Autoregressive Model,"Autoregressive image generation aims to predict the next token based on previous ones. However, this process is challenged by the bidirectional dependencies inherent in conventional image tokenizations, which creates a fundamental misalignm...",2025,arXiv.org,15,3,10.48550/arXiv.2506.05289,https://doi.org/10.48550/arXiv.2506.05289,semantic_scholar,Ping Wu|Kai Zhu|Yu Liu|Longxiang Tang|Jian Yang|Yansong Peng|Wei Zhai|Yang Cao|Zhengjun Zha,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
PAST: Phonetic-Acoustic Speech Tokenizer,,2025,Interspeech 2025,3,0,10.21437/interspeech.2025-669,https://doi.org/10.21437/interspeech.2025-669,crossref,Nadav Har-Tuv|Or Tal|Yossi Adi,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Zero-Shot Tokenizer Transfer,,2024,Advances in Neural Information Processing Systems 37,3,0,10.52202/079017-1484,https://doi.org/10.52202/079017-1484,crossref,Benjamin Minixhofer|Edoardo Ponti|Ivan Vulić,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Low Bitrate High-Quality RVQGAN-based Discrete Speech Tokenizer,,2024,Interspeech 2024,2,0,10.21437/interspeech.2024-2366,https://doi.org/10.21437/interspeech.2024-2366,crossref,Slava Shechtman|Avihu Dekel,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Genomic Tokenizer: Toward a biology-driven tokenization in transformer models for DNA sequences,"<jats:title>Abstract</jats:title> <jats:sec> <jats:title>Summary</jats:title> <jats:p>Transformer models are revolutionizing sequence analysis across various domains, from natural language processing to genomics. These models rely on tokeni...",2025,,1,0,10.1101/2025.04.02.646836,https://doi.org/10.1101/2025.04.02.646836,crossref,Bell Raj Eapen,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Robust Tokenizer for Vision Transformer,,2023,2023 IEEE 12th Global Conference on Consumer Electronics (GCCE),1,0,10.1109/gcce59613.2023.10315472,https://doi.org/10.1109/gcce59613.2023.10315472,crossref,Rinka Kiriyama|Akio Sashima|Ikuko Shimizu,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Language-Agnostic Speech Tokenizer for Spoken Term Detection with Efficient Retrieval,,2025,Interspeech 2025,1,0,10.21437/interspeech.2025-2722,https://doi.org/10.21437/interspeech.2025-2722,crossref,Anup Singh|Kris Demuynck|Vipul Arora,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Bridging the Tokenizer Gap: Semantics and Distribution-aware Knowledge Transfer for Unbiased Cross-Tokenizer Distillation,"<jats:p>Cross-tokenizer knowledge distillation, where the teacher and student employ different tokenizers, is becoming increasingly prevalent, yet it poses underexplored challenges: existing methods fail to capture the rich knowledge encode...",2026,Proceedings of the AAAI Conference on Artificial Intelligence,0,0,10.1609/aaai.v40i39.40637,https://doi.org/10.1609/aaai.v40i39.40637,crossref,Huazheng Wang|Yongcheng Jing|Haifeng Sun|Jingyu Wang|Jianxin Liao|Leszek Rutkowski|Dacheng Tao,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Dynamic Tokenizer for Robust Face Recognition,,2025,"2025 IEEE 3rd International Conference on Control, Electronics and Computer Technology (ICCECT)",0,0,10.1109/iccect64621.2025.11339671,https://doi.org/10.1109/iccect64621.2025.11339671,crossref,Himanshu Kumar|Shubham Gautam,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Improved Feature Tokenizer Transformer,,2025,2025 IEEE 6th KhPI Week on Advanced Technology (KhPIWeek),0,0,10.1109/khpiweek61436.2025.11288603,https://doi.org/10.1109/khpiweek61436.2025.11288603,crossref,Vadim Poltoratskyi|Svitlana Gavrylenko,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
$${\mu }^2$$ Tokenizer: Differentiable Multi-Scale Multi-Modal Tokenizer for Radiology Report Generation,,2025,Lecture Notes in Computer Science,0,0,10.1007/978-3-032-04971-1_1,https://doi.org/10.1007/978-3-032-04971-1_1,crossref,Siyou Li|Pengyao Qin|Huanan Wu|Dong Nie|Arun J. Thirunavukarasu|Juntao Yu|Le Zhang,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Spectral Image Tokenizer,,2025,2025 IEEE/CVF International Conference on Computer Vision (ICCV),0,0,10.1109/iccv51701.2025.01596,https://doi.org/10.1109/iccv51701.2025.01596,crossref,Carlos Esteves|Mohammed Suhail|Ameesh Makadia,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Dictionary-based Byte-Pair Encoding tokenizer for morphologically rich languages,,2025,2025 International Conference on Electrical and Computer Engineering Researches (ICECER),0,0,10.1109/icecer65523.2025.11401129,https://doi.org/10.1109/icecer65523.2025.11401129,crossref,Dávid Držík,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
TokenMIMO: Tokenizer-Enhanced Transformer for MIMO Algorithm Prediction,,2025,2025 IEEE Workshop on Signal Processing Systems (SiPS),0,0,10.1109/sips66314.2025.11261258,https://doi.org/10.1109/sips66314.2025.11261258,crossref,Hantang Liuli|Hao Ning|Chuan Zhang,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Teaching Old Tokenizers New Words: Efficient Tokenizer Adaptation for Pretrained Models,,2026,Findings of the Association for Computational Linguistics: EACL 2026,0,0,10.18653/v1/2026.findings-eacl.341,https://doi.org/10.18653/v1/2026.findings-eacl.341,crossref,Taido Purason|Pavel Chizhov|Ivan P. Yamshchikov|Mark Fishel,0.5,primary:title:tokenizer,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Formalizing BPE Tokenization,"<title>Abstract</title> <p>In this paper, we formalize practical byte pair encoding tokenization as it is used in large language models and other NLP systems. There are subtle differences between implementations, so we in particular formall...",2024,,2,0,10.21203/rs.3.rs-4196947/v1,https://doi.org/10.21203/rs.3.rs-4196947/v1,crossref,Martin Berglund|Brink van der Merwe,0.438,primary:abstract:tokenizer|kw:title:bpe,matched 2 term(s); primary_in_title_or_abstract=True; raw_score=3.5
Evaluating Subword Tokenization: Alien Subword Composition and OOV Generalization Challenge,"The popular subword tokenizers of current language models, such as Byte-Pair Encoding (BPE), are known not to respect morpheme boundaries, which affects the downstream performance of the models. While many improved tokenization algorithms h...",2024,arXiv.org,16,1,10.48550/arXiv.2404.13292,https://doi.org/10.48550/arXiv.2404.13292,semantic_scholar,Khuyagbaatar Batsuren|Ekaterina Vylomova|Verna Dankers|Tsetsuukhei Delgerbaatar|Omri Uzan|Yuval Pinter|Gábor Bella,0.412,primary:abstract:tokenizer|kw:abstract:bpe|syn:title:subword,matched 3 term(s); primary_in_title_or_abstract=True; raw_score=3.3
MoVoC: Morphology-Aware Subword Construction for Geez Script Languages,"Subword-based tokenization methods often fail to preserve morphological boundaries, a limitation especially pronounced in low-resource, morphologically complex languages such as those written in the Geez script. To address this, we present ...",2025,Conference on Empirical Methods in Natural Language Processing,1,0,10.48550/arXiv.2509.08812,https://doi.org/10.48550/arXiv.2509.08812,semantic_scholar,H. Teklehaymanot|Dren Fazlija|Wolfgang Nejdl,0.412,primary:abstract:tokenizer|kw:abstract:bpe|syn:title:subword,matched 3 term(s); primary_in_title_or_abstract=True; raw_score=3.3
Comparative analysis of subword tokenization approaches for Indian languages,"Tokenization is the act of breaking down text into smaller parts, or tokens, that are easier for machines to process. This is a key phase in machine translation (MT) models. Subword tokenization enhances this process by breaking down words ...",2025,arXiv.org,1,0,10.48550/arXiv.2505.16868,https://doi.org/10.48550/arXiv.2505.16868,semantic_scholar,Sudhansu Bala Das|Samujjal Choudhury|Tapas Kumar Mishra|Bidyut Kr. Patra,0.412,primary:abstract:tokenizer|kw:abstract:bpe|syn:title:subword,matched 3 term(s); primary_in_title_or_abstract=True; raw_score=3.3
UIC-11-BPE-AgNO3 silver binding with UIC-11-BPE,,2024,,0,0,10.2210/pdb8vw7/pdb,https://doi.org/10.2210/pdb8vw7/pdb,crossref,P. Ganatra,0.25,kw:title:bpe,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
UIC-13-BPE-AgNO3 silver binding with UIC-13-BPE,,2024,Worldwide Protein Data Bank,0,0,10.2210/pdb8vw8/pdb,https://doi.org/10.2210/pdb8vw8/pdb,crossref,P. Ganatra,0.25,kw:title:bpe,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Mut-BPE: A Modified BPE Strategy Improves Variant Effect Prediction,"<jats:title>Abstract</jats:title> <jats:p> Byte Pair Encoding (BPE) is widely used in genome foundation models for its ability to compress long DNA sequences into fewer tokens. However, its variable-length tokens often span multiple nucleot...",2025,,0,0,10.1101/2025.12.01.691503,https://doi.org/10.1101/2025.12.01.691503,crossref,Yucheng Xu|Weicai Long|Yawen Lu|Xu Yang|Yanlin Zhang,0.25,kw:title:bpe,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Black-White Racial Differences in BPE at Breast MRI,,2026,Radiology,0,0,10.1148/radiol.251041.podcast,https://doi.org/10.1148/radiol.251041.podcast,crossref,,0.25,kw:title:bpe,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Comment on the diagnostic impact of BPE in contrast-enhanced mammography: is BPE in CEM really that problematic?,,2025,European Journal of Radiology,0,0,10.1016/j.ejrad.2025.112291,https://doi.org/10.1016/j.ejrad.2025.112291,crossref,Deniz Esin Tekcan Sanli,0.25,kw:title:bpe,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Tokenization Falling Short: On Subword Robustness in Large Language Models,"Language models typically tokenize raw text into sequences of subword identifiers from a predefined vocabulary, a process inherently sensitive to typographical errors, length variations, and largely oblivious to the internal structure of to...",2024,Conference on Empirical Methods in Natural Language Processing,20,1,10.18653/v1/2024.findings-emnlp.86,https://doi.org/10.18653/v1/2024.findings-emnlp.86,semantic_scholar,Yekun Chai|Yewei Fang|Qiwei Peng|Xuhong Li,0.225,kw:abstract:bpe|syn:title:subword,matched 2 term(s); primary_in_title_or_abstract=False; raw_score=1.8
Functional Lexicon in Subword Tokenization,"The distinction between function and content units of the lexicon has been somewhat neglected in recent NLP work, but it could still be useful when working with low-resource languages, and, in particular, to improve cross-lingual transfer. ...",2025,North American Chapter of the Association for Computational Linguistics,2,0,10.18653/v1/2025.naacl-long.398,https://doi.org/10.18653/v1/2025.naacl-long.398,semantic_scholar,Zachary Hopton|Yves Scherrer|Tanja Samardžić,0.225,kw:abstract:bpe|syn:title:subword,matched 2 term(s); primary_in_title_or_abstract=False; raw_score=1.8
