topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
T04,paper,Development of pre-trained language models for clinical NLP in Spanish,https://doi.org/10.18653/v1/2023.eacl-srw.5,10.18653/v1/2023.eacl-srw.5,2023,Conference of the European Chapter of the Association for Computational Linguistics,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Development of pre-trained language models for clinical NLP in Spanish' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,What Do You See in this Patient? Behavioral Testing of Clinical NLP Models,https://doi.org/10.18653/v1/2022.clinicalnlp-1.7,10.18653/v1/2022.clinicalnlp-1.7,2022,Proceedings of the 4th Clinical Natural Language Processing Workshop,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'What Do You See in this Patient? Behavioral Testing of Clinical NLP Models' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Beyond Negation Detection: Comprehensive Assertion Detection Models for Clinical NLP,https://doi.org/10.48550/arXiv.2503.17425,10.48550/arXiv.2503.17425,2025,Text2Story@ECIR,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Beyond Negation Detection: Comprehensive Assertion Detection Models for Clinical NLP' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Edinburgh Clinical NLP at MEDIQA-CORR 2024: Guiding Large Language Models with Hints,https://doi.org/10.48550/arXiv.2405.18028,10.48550/arXiv.2405.18028,2024,Clinical Natural Language Processing Workshop,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Edinburgh Clinical NLP at MEDIQA-CORR 2024: Guiding Large Language Models with Hints' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,The Difficulties of Clinical NLP,https://doi.org/10.1201/9781003283980-17,10.1201/9781003283980-17,2023,Engineering Mathematics and Artificial Intelligence,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'The Difficulties of Clinical NLP' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,ClinText-SP and RigoBERTa Clinical: a new set of open resources for Spanish Clinical NLP,https://doi.org/10.48550/arXiv.2503.18594,10.48550/arXiv.2503.18594,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'ClinText-SP and RigoBERTa Clinical: a new set of open resources for Spanish Clinical NLP' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Adversarial robustness of beyond neural network models,https://doi.org/10.1016/b978-0-12-824020-5.00027-2,10.1016/b978-0-12-824020-5.00027-2,2023,Adversarial Robustness for Machine Learning,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Adversarial robustness of beyond neural network models' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Improving railway timetable robustness : Development and application of robustness indicators,https://doi.org/10.3384/9789180758567,10.3384/9789180758567,2025,Linköping Studies in Science and Technology. Dissertations,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Improving railway timetable robustness : Development and application of robustness indicators' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Adversarial robustness in meta-learning and contrastive learning,https://doi.org/10.1016/b978-0-12-824020-5.00028-4,10.1016/b978-0-12-824020-5.00028-4,2023,Adversarial Robustness for Machine Learning,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Adversarial robustness in meta-learning and contrastive learning' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,PSAS: Multi-Template Prompt-Weighted Robustness for Adversarial Perturbations,https://doi.org/10.1109/iscait69154.2026.11477509,10.1109/iscait69154.2026.11477509,2026,2026 5th International Symposium on Computer Applications and Information Technology (ISCAIT),paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'PSAS: Multi-Template Prompt-Weighted Robustness for Adversarial Perturbations' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Examining Deep Learning in Clinical NLP,https://doi.org/10.31219/osf.io/3e6m8,10.31219/osf.io/3e6m8,2023,,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Examining Deep Learning in Clinical NLP' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Aggressive Compression Compromises Care: Patient Safety Risks in Clinical NLP,https://doi.org/10.37547/tajmspr/volume08issue04-14,10.37547/tajmspr/volume08issue04-14,2026,The American Journal of Medical Sciences and Pharmaceutical Research,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Aggressive Compression Compromises Care: Patient Safety Risks in Clinical NLP' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Tunability / robustness of Nb3Sn,https://doi.org/10.2172/2246931,10.2172/2246931,2023,Tunability / robustness of Nb3Sn,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Tunability / robustness of Nb3Sn' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Pareto adversarial robustness: balancing spatial robustness and sensitivity-based robustness,https://doi.org/10.1007/s11432-022-3861-8,10.1007/s11432-022-3861-8,2025,Science China Information Sciences,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Pareto adversarial robustness: balancing spatial robustness and sensitivity-based robustness' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Certified robustness training,https://doi.org/10.1016/b978-0-12-824020-5.00025-9,10.1016/b978-0-12-824020-5.00025-9,2023,Adversarial Robustness for Machine Learning,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Certified robustness training' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Preliminaries of Robustness Optimization,https://doi.org/10.1007/978-981-16-9609-1_2,10.1007/978-981-16-9609-1_2,2022,Robustness Optimization for IoT Topology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Preliminaries of Robustness Optimization' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Robustness,https://doi.org/10.1007/978-1-4842-9306-5_9,10.1007/978-1-4842-9306-5_9,2023,Building Responsible AI Algorithms,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Robustness' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Robustness Optimization Based on Genetic Evolution,https://doi.org/10.1007/978-981-16-9609-1_4,10.1007/978-981-16-9609-1_4,2022,Robustness Optimization for IoT Topology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Robustness Optimization Based on Genetic Evolution' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Robustness Optimization Based on Self-Learning,https://doi.org/10.1007/978-981-16-9609-1_7,10.1007/978-981-16-9609-1_7,2022,Robustness Optimization for IoT Topology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Robustness Optimization Based on Self-Learning' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Robustness Optimization Based on Self-Organization,https://doi.org/10.1007/978-981-16-9609-1_3,10.1007/978-981-16-9609-1_3,2022,Robustness Optimization for IoT Topology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Robustness Optimization Based on Self-Organization' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Robustness Optimization Based on Node Self-Learning,https://doi.org/10.1007/978-981-16-9609-1_8,10.1007/978-981-16-9609-1_8,2022,Robustness Optimization for IoT Topology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Robustness Optimization Based on Node Self-Learning' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Robustness Optimization Based on Swarm Intelligence,https://doi.org/10.1007/978-981-16-9609-1_5,10.1007/978-981-16-9609-1_5,2022,Robustness Optimization for IoT Topology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Robustness Optimization Based on Swarm Intelligence' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,The American Fragility–Robustness Nexus,https://doi.org/10.1017/9781009265058.008,10.1017/9781009265058.008,2022,Robustness and Fragility of Political Orders,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'The American Fragility–Robustness Nexus' contributes a 'paper' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:robustness.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T04,paper,Practical Considerations For the Deployment of Clinical NLP Systems,,,2024,,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'Practical Considerations For the Deployment of Clinical NLP Systems' contributes a 'tool' matching target artifact 'benchmark+tool'. Matched keywords: kw:title:clinical nlp.,Our proposed work focuses specifically on 'Prompt-template sensitivity benchmark for clinical-domain LLM judges'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
