topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
NC06_NC,paper,Evolving Artificial Predictive Networks,https://doi.org/10.7551/mitpress/14723.003.0010,10.7551/mitpress/14723.003.0010,2023,Gradient Expectations,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Evolving Artificial Predictive Networks' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:predictive.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,paper,Predictive Analytic Approaches,https://doi.org/10.1201/9781003171904-3,10.1201/9781003171904-3,2024,Predictive Analytics for Toxicology,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Predictive Analytic Approaches' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:predictive.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,paper,Emergence of Predictive Networks,https://doi.org/10.7551/mitpress/14723.003.0009,10.7551/mitpress/14723.003.0009,2023,Gradient Expectations,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Emergence of Predictive Networks' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:predictive.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,paper,Output Feedback Robust Model Predictive Control,https://doi.org/10.1002/9781119471455.ch11,10.1002/9781119471455.ch11,2024,Model Predictive Control,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Output Feedback Robust Model Predictive Control' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:predictive.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,paper,Heuristic Model Predictive Control for LPV Model,https://doi.org/10.1002/9781119471455.ch9,10.1002/9781119471455.ch9,2024,Model Predictive Control,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Heuristic Model Predictive Control for LPV Model' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:predictive.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,paper,149-OR: Integrative AI-Based Risk Score for Cardiometabolic Diseases—Comparing Cardiovascular Risk Prediction to the Framingham Score,https://doi.org/10.2337/db25-149-or,10.2337/db25-149-or,2025,Diabetes,paper,ADJACENT,0.312,,Relevance 0.31: paper titled '149-OR: Integrative AI-Based Risk Score for Cardiometabolic Diseases—Comparing Cardiovascular Risk P' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:abstract:predictive|syn:title:risk score.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Polygenic Risk Score Improves the Accuracy of a Clinical Risk Score for Coronary Artery Disease,https://doi.org/10.1101/2022.06.02.22275933,10.1101/2022.06.02.22275933,2022,,paper,ADJACENT,0.312,,Relevance 0.31: paper titled 'Polygenic Risk Score Improves the Accuracy of a Clinical Risk Score for Coronary Artery Disease' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:abstract:predictive|syn:title:risk score.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,"Understanding College Students’ Healthcare Avoidance: From Early Maladaptive Schemas, through Healthcare Institutional Betrayal and Betrayal Trauma Appraisal of Worst Healthcare Experiences",https://doi.org/10.3390/healthcare12111126,10.3390/healthcare12111126,2024,Healthcare,paper,ADJACENT,0.25,,"Relevance 0.25: paper titled 'Understanding College Students’ Healthcare Avoidance: From Early Maladaptive Schemas, through Health' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.",Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Medical Hegemony and Healthcare: Centrality in Healthcare,https://doi.org/10.5772/intechopen.99174,10.5772/intechopen.99174,2022,Healthcare Access,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Medical Hegemony and Healthcare: Centrality in Healthcare' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Acknowledgment to Reviewers of Healthcare in 2021,https://doi.org/10.3390/healthcare10020262,10.3390/healthcare10020262,2022,Healthcare,survey,ADJACENT,0.25,,Relevance 0.25: paper titled 'Acknowledgment to Reviewers of Healthcare in 2021' contributes a 'survey' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Acknowledgment to the Reviewers of Healthcare in 2022,https://doi.org/10.3390/healthcare11030377,10.3390/healthcare11030377,2023,Healthcare,survey,ADJACENT,0.25,,Relevance 0.25: paper titled 'Acknowledgment to the Reviewers of Healthcare in 2022' contributes a 'survey' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Healthcare Reloaded: Announcing the New Aims and Scope of Healthcare,https://doi.org/10.3390/healthcare13182274,10.3390/healthcare13182274,2025,Healthcare,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Healthcare Reloaded: Announcing the New Aims and Scope of Healthcare' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Healthcare Suppliers: Driving Healthcare Costs,https://doi.org/10.4135/9781071910078.n5,10.4135/9781071910078.n5,2024,Guide to the Healthcare Industry,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Healthcare Suppliers: Driving Healthcare Costs' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Cultivating Equanimity in Healthcare: The Role of Stoicism in Effective Healthcare Leadership,https://doi.org/10.36959/569/477,10.36959/569/477,2024,Journal of Healthcare,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Cultivating Equanimity in Healthcare: The Role of Stoicism in Effective Healthcare Leadership' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Humanist Approaches to Healthcare and Healthcare Design,https://doi.org/10.5040/9781501379703.ch-2,10.5040/9781501379703.ch-2,2025,Space Planning for Healthcare Design,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Humanist Approaches to Healthcare and Healthcare Design' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,A Smart Healthcare Kit for Home Healthcare,https://doi.org/10.33140/jmtcm.01.03.07,10.33140/jmtcm.01.03.07,2022,Journal of Mathematical Techniques and Computational Mathematics,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'A Smart Healthcare Kit for Home Healthcare' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Revolutionizing Saudi Healthcare: A Delphi Study on Identifying Competencies in Virtual Healthcare for Healthcare Professionals,https://doi.org/10.20944/preprints202402.1012.v1,10.20944/preprints202402.1012.v1,2024,,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'Revolutionizing Saudi Healthcare: A Delphi Study on Identifying Competencies in Virtual Healthcare f' contributes a 'empirical' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Balancing Healthcare Quality and Regulation in the U.S. Healthcare System,https://doi.org/10.47363/jmhc/2025(7)324,10.47363/jmhc/2025(7)324,2025,Journal of Medicine and HealthCare,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'Balancing Healthcare Quality and Regulation in the U.S. Healthcare System' contributes a 'tool' matching target artifact 'paper'. Matched keywords: kw:title:healthcare.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,paper,Prediction of Different Risk Factors in Relation to Hyperlipidemia Using Framingham Risk Score and Cholesterol Risk Score in a Tertiary Care Hospital,https://doi.org/10.2174/0115733998284967240412104822,10.2174/0115733998284967240412104822,2025,Current Diabetes Reviews,paper,ADJACENT,0.225,,Relevance 0.23: paper titled 'Prediction of Different Risk Factors in Relation to Hyperlipidemia Using Framingham Risk Score and C' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:abstract:healthcare|syn:title:risk score.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
NC06_NC,huggingface,akash140500/Predictive_Maintenance_Dataset,https://huggingface.co/datasets/akash140500/Predictive_Maintenance_Dataset,,,HuggingFace,dataset,PARTIAL_OVERLAP,,73,HuggingFace dataset/space 'akash140500/Predictive_Maintenance_Dataset' (73 downloads) matched 'predictive' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,EddyGiusepe/Modified_dataset_for_predictive_maintenance,https://huggingface.co/datasets/EddyGiusepe/Modified_dataset_for_predictive_maintenance,,,HuggingFace,dataset,DIRECT_OVERLAP,,126,HuggingFace dataset/space 'EddyGiusepe/Modified_dataset_for_predictive_maintenance' (126 downloads) matched 'predictive' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,infinite-dataset-hub/PredictiveMaintenance,https://huggingface.co/datasets/infinite-dataset-hub/PredictiveMaintenance,,,HuggingFace,dataset,PARTIAL_OVERLAP,,25,HuggingFace dataset/space 'infinite-dataset-hub/PredictiveMaintenance' (25 downloads) matched 'predictive' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,electricsheepafrica/nigerian_energy_and_utilities_predictive_maintenance,https://huggingface.co/datasets/electricsheepafrica/nigerian_energy_and_utilities_predictive_maintenance,,,HuggingFace,dataset,PARTIAL_OVERLAP,,24,HuggingFace dataset/space 'electricsheepafrica/nigerian_energy_and_utilities_predictive_maintenance' (24 downloads) matched 'predictive' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,varun109/PredictiveMaintenance,https://huggingface.co/datasets/varun109/PredictiveMaintenance,,,HuggingFace,dataset,PARTIAL_OVERLAP,,37,HuggingFace dataset/space 'varun109/PredictiveMaintenance' (37 downloads) matched 'predictive' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,blinoff/healthcare_facilities_reviews,https://huggingface.co/datasets/blinoff/healthcare_facilities_reviews,,,HuggingFace,dataset,DIRECT_OVERLAP,,268,HuggingFace dataset/space 'blinoff/healthcare_facilities_reviews' (268 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,Nicolybgs/healthcare_data,https://huggingface.co/datasets/Nicolybgs/healthcare_data,,,HuggingFace,dataset,DIRECT_OVERLAP,,351,HuggingFace dataset/space 'Nicolybgs/healthcare_data' (351 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,wangrongsheng/HealthCareMagic-100k-en,https://huggingface.co/datasets/wangrongsheng/HealthCareMagic-100k-en,,,HuggingFace,dataset,DIRECT_OVERLAP,,269,HuggingFace dataset/space 'wangrongsheng/HealthCareMagic-100k-en' (269 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,RafaelMPereira/HealthCareMagic-100k-Chat-Format-en,https://huggingface.co/datasets/RafaelMPereira/HealthCareMagic-100k-Chat-Format-en,,,HuggingFace,dataset,DIRECT_OVERLAP,,163,HuggingFace dataset/space 'RafaelMPereira/HealthCareMagic-100k-Chat-Format-en' (163 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,FunDialogues/healthcare-minor-consultation,https://huggingface.co/datasets/FunDialogues/healthcare-minor-consultation,,,HuggingFace,dataset,PARTIAL_OVERLAP,,83,HuggingFace dataset/space 'FunDialogues/healthcare-minor-consultation' (83 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,open-llm-leaderboard-old/details_project-baize__baize-healthcare-lora-7B,https://huggingface.co/datasets/open-llm-leaderboard-old/details_project-baize__baize-healthcare-lora-7B,,,HuggingFace,dataset,PARTIAL_OVERLAP,,23,HuggingFace dataset/space 'open-llm-leaderboard-old/details_project-baize__baize-healthcare-lora-7B' (23 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,rohanbalkondekar/HealthCare,https://huggingface.co/datasets/rohanbalkondekar/HealthCare,,,HuggingFace,dataset,PARTIAL_OVERLAP,,46,HuggingFace dataset/space 'rohanbalkondekar/HealthCare' (46 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,rohanbalkondekar/HealthCareFacts_Small,https://huggingface.co/datasets/rohanbalkondekar/HealthCareFacts_Small,,,HuggingFace,dataset,PARTIAL_OVERLAP,,32,HuggingFace dataset/space 'rohanbalkondekar/HealthCareFacts_Small' (32 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,lavita/ChatDoctor-HealthCareMagic-100k,https://huggingface.co/datasets/lavita/ChatDoctor-HealthCareMagic-100k,,,HuggingFace,dataset,DIRECT_OVERLAP,,3190,"HuggingFace dataset/space 'lavita/ChatDoctor-HealthCareMagic-100k' (3,190 downloads) matched 'healthcare' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,urvog/llama2_transcripts_healthcare_callcenter,https://huggingface.co/datasets/urvog/llama2_transcripts_healthcare_callcenter,,,HuggingFace,dataset,PARTIAL_OVERLAP,,24,HuggingFace dataset/space 'urvog/llama2_transcripts_healthcare_callcenter' (24 downloads) matched 'healthcare' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,just-dna-seq/polygenic_risk_scores,https://huggingface.co/datasets/just-dna-seq/polygenic_risk_scores,,,HuggingFace,dataset,DIRECT_OVERLAP,,144,HuggingFace dataset/space 'just-dna-seq/polygenic_risk_scores' (144 downloads) matched 'risk score' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC06_NC,huggingface,wapplewhite4/fda-facility-risk-scores,https://huggingface.co/datasets/wapplewhite4/fda-facility-risk-scores,,,HuggingFace,dataset,PARTIAL_OVERLAP,,21,HuggingFace dataset/space 'wapplewhite4/fda-facility-risk-scores' (21 downloads) matched 'risk score' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Predictive modeling in healthcare [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
