topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
T07_N1,paper,Evaluating Hybrid Guardrail Architectures for Prompt Injection Defense in Large Language Models,https://doi.org/10.2139/ssrn.6246379,10.2139/ssrn.6246379,2026,,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Evaluating Hybrid Guardrail Architectures for Prompt Injection Defense in Large Language Models' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:prompt injection.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,paper,Feedback-Guided Prompt Injection Defense in Retrieval-Augmented Text-to-Cypher Generation,https://doi.org/10.2139/ssrn.5669662,10.2139/ssrn.5669662,2025,,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Feedback-Guided Prompt Injection Defense in Retrieval-Augmented Text-to-Cypher Generation' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:prompt injection.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,paper,Prompt Injection Attacks on LLM-Based Spam Filters,https://doi.org/10.15611/2025.07.4.02,10.15611/2025.07.4.02,2025,Informatyka w biznesie,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Prompt Injection Attacks on LLM-Based Spam Filters' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:prompt injection.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,paper,Secure Artificial Intelligence (SAI): A Dual-layer defence model against prompt injection and prompt poisoning attacks,https://doi.org/10.36948/ijfmr.2025.v07i01.35371,10.36948/ijfmr.2025.v07i01.35371,2025,International Journal For Multidisciplinary Research,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Secure Artificial Intelligence (SAI): A Dual-layer defence model against prompt injection and prompt' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:prompt injection.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,paper,"""Do Anything Now"": Characterizing and Evaluating In-The-Wild Jailbreak Prompts on Large Language Models",https://doi.org/10.1145/3658644.3670388,10.1145/3658644.3670388,2023,Conference on Computer and Communications Security,paper,ADJACENT,0.312,,"Relevance 0.31: paper titled '""Do Anything Now"": Characterizing and Evaluating In-The-Wild Jailbreak Prompts on Large Language Mod' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:abstract:prompt injection|syn:title:jailbreak.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,"Uncertainty Quantification for Language Models: A Suite of Black-Box, White-Box, LLM Judge, and Ensemble Scorers",https://doi.org/10.48550/arXiv.2504.19254,10.48550/arXiv.2504.19254,2025,Trans. Mach. Learn. Res.,paper,ADJACENT,0.25,,"Relevance 0.25: paper titled 'Uncertainty Quantification for Language Models: A Suite of Black-Box, White-Box, LLM Judge, and Ense' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Judge's Verdict: A Comprehensive Analysis of LLM Judge Capability Through Human Agreement,https://doi.org/10.48550/arXiv.2510.09738,10.48550/arXiv.2510.09738,2025,arXiv.org,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'Judge's Verdict: A Comprehensive Analysis of LLM Judge Capability Through Human Agreement' contributes a 'empirical' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Rethinking Rubric Generation for Improving LLM Judge and Reward Modeling for Open-ended Tasks,https://doi.org/10.48550/arXiv.2602.05125,10.48550/arXiv.2602.05125,2026,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Rethinking Rubric Generation for Improving LLM Judge and Reward Modeling for Open-ended Tasks' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Beyond Consensus: Mitigating the Agreeableness Bias in LLM Judge Evaluations,https://doi.org/10.48550/arXiv.2510.11822,10.48550/arXiv.2510.11822,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Beyond Consensus: Mitigating the Agreeableness Bias in LLM Judge Evaluations' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Ask a Strong LLM Judge when Your Reward Model is Uncertain,https://doi.org/10.48550/arXiv.2510.20369,10.48550/arXiv.2510.20369,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Ask a Strong LLM Judge when Your Reward Model is Uncertain' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Tuning LLM Judge Design Decisions for 1/1000 of the Cost,,,2025,International Conference on Machine Learning,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Tuning LLM Judge Design Decisions for 1/1000 of the Cost' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Multi-Agent LLM Judge: automatic personalized LLM judge design for evaluating natural language generation applications,https://doi.org/10.48550/arXiv.2504.02867,10.48550/arXiv.2504.02867,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Multi-Agent LLM Judge: automatic personalized LLM judge design for evaluating natural language gener' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,When Judgment Becomes Noise: How Design Failures in LLM Judge Benchmarks Silently Undermine Validity,https://doi.org/10.48550/arXiv.2509.20293,10.48550/arXiv.2509.20293,2025,arXiv.org,benchmark,ADJACENT,0.25,,Relevance 0.25: paper titled 'When Judgment Becomes Noise: How Design Failures in LLM Judge Benchmarks Silently Undermine Validity' contributes a 'benchmark' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,Auto-Prompt Ensemble for LLM Judge,https://doi.org/10.48550/arXiv.2510.06538,10.48550/arXiv.2510.06538,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Auto-Prompt Ensemble for LLM Judge' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,paper,DAJ: Data-Reweighted LLM Judge for Test-Time Scaling in Code Generation,https://doi.org/10.48550/arXiv.2601.22230,10.48550/arXiv.2601.22230,2026,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'DAJ: Data-Reweighted LLM Judge for Test-Time Scaling in Code Generation' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: kw:title:llm judge.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T07_N1,github,liu00222/Open-Prompt-Injection,https://github.com/liu00222/Open-Prompt-Injection,,,GitHub,benchmark,DIRECT_OVERLAP,,438,GitHub repo 'liu00222/Open-Prompt-Injection' (438 stars) provides an implementation of 'prompt injection'. Description: this repository provides a benchmark for prompt injection attacks and defenses in llms.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,github,lakeraai/pint-benchmark,https://github.com/lakeraai/pint-benchmark,,,GitHub,benchmark,DIRECT_OVERLAP,,184,GitHub repo 'lakeraai/pint-benchmark' (184 stars) provides an implementation of 'prompt injection'. Description: a benchmark for prompt injection detection systems..,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,github,microsoft/BIPIA,https://github.com/microsoft/BIPIA,,,GitHub,benchmark,DIRECT_OVERLAP,,124,GitHub repo 'microsoft/BIPIA' (124 stars) provides an implementation of 'prompt injection'. Description: a benchmark for evaluating the robustness of llms and defenses to indirect prompt injection attacks..,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,github,SaFo-Lab/AgentDyn,https://github.com/SaFo-Lab/AgentDyn,,,GitHub,tool,PARTIAL_OVERLAP,,50,"GitHub repo 'SaFo-Lab/AgentDyn' (50 stars) provides an implementation of 'prompt injection'. Description: the official implementation of the paper ""agentdyn: a dynamic open-ended benchmark for evaluating prompt injection attac.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,github,lucija8320nhung4/HacxGPT,https://github.com/lucija8320nhung4/HacxGPT,,,GitHub,tool,DIRECT_OVERLAP,,921,"GitHub repo 'lucija8320nhung4/HacxGPT' (921 stars) provides an implementation of 'prompt injection'. Description: hacxgpt cli — open-source command-line interface for unrestricted ai model access with multi-provider support, prompt in.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,github,ReversecLabs/spikee,https://github.com/ReversecLabs/spikee,,,GitHub,tool,DIRECT_OVERLAP,,182,GitHub repo 'ReversecLabs/spikee' (182 stars) provides an implementation of 'prompt injection'. Description: simple prompt injection kit for evaluation and exploitation.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,github,sleeepeer/PIArena,https://github.com/sleeepeer/PIArena,,,GitHub,tool,PARTIAL_OVERLAP,,32,GitHub repo 'sleeepeer/PIArena' (32 stars) provides an implementation of 'prompt injection'. Description: [acl 2026] piarena: a platform for prompt injection evaluation.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,deepset/prompt-injections,https://huggingface.co/datasets/deepset/prompt-injections,,,HuggingFace,dataset,DIRECT_OVERLAP,,5438,"HuggingFace dataset/space 'deepset/prompt-injections' (5,438 downloads) matched 'prompt injection' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,rogue-security/prompt-injections-benchmark,https://huggingface.co/datasets/rogue-security/prompt-injections-benchmark,,,HuggingFace,dataset,DIRECT_OVERLAP,,933,HuggingFace dataset/space 'rogue-security/prompt-injections-benchmark' (933 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,prodnull/prompt-injection-repo-dataset,https://huggingface.co/datasets/prodnull/prompt-injection-repo-dataset,,,HuggingFace,dataset,PARTIAL_OVERLAP,,58,HuggingFace dataset/space 'prodnull/prompt-injection-repo-dataset' (58 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,JasperLS/prompt-injections,https://huggingface.co/datasets/JasperLS/prompt-injections,,,HuggingFace,dataset,DIRECT_OVERLAP,,765,HuggingFace dataset/space 'JasperLS/prompt-injections' (765 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,Lakera/mosscap_prompt_injection,https://huggingface.co/datasets/Lakera/mosscap_prompt_injection,,,HuggingFace,dataset,DIRECT_OVERLAP,,496,HuggingFace dataset/space 'Lakera/mosscap_prompt_injection' (496 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,beratcmn/turkish-prompt-injections,https://huggingface.co/datasets/beratcmn/turkish-prompt-injections,,,HuggingFace,dataset,PARTIAL_OVERLAP,,51,HuggingFace dataset/space 'beratcmn/turkish-prompt-injections' (51 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T07_N1,huggingface,yanismiraoui/prompt_injections,https://huggingface.co/datasets/yanismiraoui/prompt_injections,,,HuggingFace,dataset,DIRECT_OVERLAP,,403,HuggingFace dataset/space 'yanismiraoui/prompt_injections' (403 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,reshabhs/SPML_Chatbot_Prompt_Injection,https://huggingface.co/datasets/reshabhs/SPML_Chatbot_Prompt_Injection,,,HuggingFace,dataset,DIRECT_OVERLAP,,1172,"HuggingFace dataset/space 'reshabhs/SPML_Chatbot_Prompt_Injection' (1,172 downloads) matched 'prompt injection' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,Albertmade/prompt-injection,https://huggingface.co/datasets/Albertmade/prompt-injection,,,HuggingFace,dataset,DIRECT_OVERLAP,,108,HuggingFace dataset/space 'Albertmade/prompt-injection' (108 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,xTRam1/safe-guard-prompt-injection,https://huggingface.co/datasets/xTRam1/safe-guard-prompt-injection,,,HuggingFace,dataset,DIRECT_OVERLAP,,2171,"HuggingFace dataset/space 'xTRam1/safe-guard-prompt-injection' (2,171 downloads) matched 'prompt injection' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,jayavibhav/prompt-injection,https://huggingface.co/datasets/jayavibhav/prompt-injection,,,HuggingFace,dataset,DIRECT_OVERLAP,,396,HuggingFace dataset/space 'jayavibhav/prompt-injection' (396 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,jayavibhav/prompt-injection-safety,https://huggingface.co/datasets/jayavibhav/prompt-injection-safety,,,HuggingFace,dataset,DIRECT_OVERLAP,,358,HuggingFace dataset/space 'jayavibhav/prompt-injection-safety' (358 downloads) matched 'prompt injection' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,potsawee/chatbot-arena-llm-judges,https://huggingface.co/datasets/potsawee/chatbot-arena-llm-judges,,,HuggingFace,dataset,DIRECT_OVERLAP,,170,HuggingFace dataset/space 'potsawee/chatbot-arena-llm-judges' (170 downloads) matched 'LLM judge' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,rubend18/ChatGPT-Jailbreak-Prompts,https://huggingface.co/datasets/rubend18/ChatGPT-Jailbreak-Prompts,,,HuggingFace,dataset,DIRECT_OVERLAP,,2494,"HuggingFace dataset/space 'rubend18/ChatGPT-Jailbreak-Prompts' (2,494 downloads) matched 'jailbreak' — provides similar data/evaluation assets.",Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T07_N1,huggingface,llm-semantic-router/jailbreak-detection-dataset,https://huggingface.co/datasets/llm-semantic-router/jailbreak-detection-dataset,,,HuggingFace,dataset,DIRECT_OVERLAP,,322,HuggingFace dataset/space 'llm-semantic-router/jailbreak-detection-dataset' (322 downloads) matched 'jailbreak' — provides similar data/evaluation assets.,Our proposed work focuses specifically on 'Judge robustness to candidate-side prompt injection — noise-pruned'. Narrowing note: removed noisy secondaries=['adversarial robustness']; added to negatives. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
