topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
B02,paper,LPS-Bench: Benchmarking Safety Awareness of Computer-Use Agents in Long-Horizon Planning under Benign and Adversarial Scenarios,https://doi.org/10.48550/arXiv.2602.03255,10.48550/arXiv.2602.03255,2026,arXiv.org,benchmark,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'LPS-Bench: Benchmarking Safety Awareness of Computer-Use Agents in Long-Horizon Planning under Benig' contributes a 'benchmark' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B02,paper,Strict Subgoal Execution: Reliable Long-Horizon Planning in Hierarchical Reinforcement Learning,https://doi.org/10.48550/arXiv.2506.21039,10.48550/arXiv.2506.21039,2025,arXiv.org,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Strict Subgoal Execution: Reliable Long-Horizon Planning in Hierarchical Reinforcement Learning' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B02,paper,SokoBench: Evaluating Long-Horizon Planning and Reasoning in Large Language Models,https://doi.org/10.48550/arXiv.2601.20856,10.48550/arXiv.2601.20856,2026,arXiv.org,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'SokoBench: Evaluating Long-Horizon Planning and Reasoning in Large Language Models' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B02,paper,PALMER: Perception - Action Loop with Memory for Long-Horizon Planning,https://doi.org/10.52202/068431-2483,10.52202/068431-2483,2022,Advances in Neural Information Processing Systems 35,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'PALMER: Perception - Action Loop with Memory for Long-Horizon Planning' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B02,paper,Refining Compositional Diffusion for Reliable Long-Horizon Planning,,,2026,,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Refining Compositional Diffusion for Reliable Long-Horizon Planning' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B02,paper,Phase 1 Results of the First-in-Class CXCR1/2 Inhibitor SX-682 in Patients with Hypomethylating Agent Failure Myelodysplastic Syndromes,https://doi.org/10.1182/blood-2022-159774,10.1182/blood-2022-159774,2022,Blood,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Phase 1 Results of the First-in-Class CXCR1/2 Inhibitor SX-682 in Patients with Hypomethylating Agen' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,"A phase II study of vibecotamab, a CD3-CD123 bispecific T-cell engaging antibody, for MRD-positive AML and MDS after hypomethylating agent failure.",https://doi.org/10.1200/jco.2023.41.16_suppl.tps7076,10.1200/jco.2023.41.16_suppl.tps7076,2023,Journal of Clinical Oncology,empirical,ADJACENT,0.25,,"Relevance 0.25: paper titled 'A phase II study of vibecotamab, a CD3-CD123 bispecific T-cell engaging antibody, for MRD-positive A' contributes a 'empirical' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.",Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Targeting MCL1-driven anti-apoptotic pathways overcomes blast progression after hypomethylating agent failure in chronic myelomonocytic leukemia,https://doi.org/10.1016/j.xcrm.2024.101585,10.1016/j.xcrm.2024.101585,2024,Cell Reports Medicine,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Targeting MCL1-driven anti-apoptotic pathways overcomes blast progression after hypomethylating agen' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,A phase I study of the myeloid cell leukemia 1 (MCL1) inhibitor tapotoclax (AMG 176) in patients with myelodysplastic syndromes after hypomethylating agent failure.,https://doi.org/10.1200/jco.2024.42.16_suppl.6570,10.1200/jco.2024.42.16_suppl.6570,2024,Leukemia research : a Forum for Studies on Leukemia and Normal Hemopoiesis,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'A phase I study of the myeloid cell leukemia 1 (MCL1) inhibitor tapotoclax (AMG 176) in patients wit' contributes a 'empirical' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Performance of IPSS‐M in patients with myelodysplastic syndrome after hypomethylating agent failure,https://doi.org/10.1002/ajh.27043,10.1002/ajh.27043,2023,American journal of hematology/oncology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Performance of IPSS‐M in patients with myelodysplastic syndrome after hypomethylating agent failure' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,A Systematic Literature Review of Predictors of Erythropoiesis-Stimulating Agent Failure in Lower-Risk Myelodysplastic Syndromes,https://doi.org/10.3390/jcm13092702,10.3390/jcm13092702,2024,Journal of Clinical Medicine,survey,ADJACENT,0.25,,Relevance 0.25: paper titled 'A Systematic Literature Review of Predictors of Erythropoiesis-Stimulating Agent Failure in Lower-Ri' contributes a 'survey' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Transcriptomic Signatures of Hypomethylating Agent Failure in Myelodysplastic Syndromes and Chronic Myelomonocytic Leukemia.,https://doi.org/10.1016/j.exphem.2022.09.002,10.1016/j.exphem.2022.09.002,2022,Experimental Hematology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Transcriptomic Signatures of Hypomethylating Agent Failure in Myelodysplastic Syndromes and Chronic ' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,An LLM-Agent Framework for Adaptive Task Decomposition and Continual Strategy Updating in Non-Stationary Environments,https://doi.org/10.20944/preprints202602.1841.v1,10.20944/preprints202602.1841.v1,2026,,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'An LLM-Agent Framework for Adaptive Task Decomposition and Continual Strategy Updating in Non-Statio' contributes a 'tool' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,An Integrated Task Decomposition Framework Considering Knowledge Reuse and Resource Availability for Complex Task Crowdsourcing,https://doi.org/10.3390/systems13090728,10.3390/systems13090728,2025,Systems,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'An Integrated Task Decomposition Framework Considering Knowledge Reuse and Resource Availability for' contributes a 'tool' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,ViStruct: Simulating Expert-Like Reasoning Through Task Decomposition and Visual Attention,https://doi.org/10.1109/vis60296.2025.00049,10.1109/vis60296.2025.00049,2025,2025 IEEE Visualization and Visual Analytics (VIS),paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'ViStruct: Simulating Expert-Like Reasoning Through Task Decomposition and Visual Attention' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Outcomes of hypomethylating agent failure in patients with myelodysplastic syndromes,https://doi.org/10.1182/blood-2025-2075,10.1182/blood-2025-2075,2025,Blood,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Outcomes of hypomethylating agent failure in patients with myelodysplastic syndromes' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Measuring the Robustness of Multi-Agent Reinforcement Learning Systems under Partial Agent Failure,https://doi.org/10.1145/3759355.3759373,10.1145/3759355.3759373,2025,Proceedings of the Intelligent Robotics FAIR 2025,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'Measuring the Robustness of Multi-Agent Reinforcement Learning Systems under Partial Agent Failure' contributes a 'tool' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Clinicopathologic Predictors of Hypomethylating Agent Failure in Patients with Myelodysplastic Syndromes,https://doi.org/10.1182/blood-2023-182256,10.1182/blood-2023-182256,2023,Blood,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Clinicopathologic Predictors of Hypomethylating Agent Failure in Patients with Myelodysplastic Syndr' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,P760: PATTERNS OF HYPOMETHYLATING AGENT FAILURE IN PATIENTS WITH MYELODYSPLASTIC SYNDROMES,https://doi.org/10.1097/01.hs9.0000845924.02295.6c,10.1097/01.hs9.0000845924.02295.6c,2022,HemaSphere,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'P760: PATTERNS OF HYPOMETHYLATING AGENT FAILURE IN PATIENTS WITH MYELODYSPLASTIC SYNDROMES' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Genomic Evolution of Patients with Myelodysplastic Syndrome after Hypomethylating Agent Failure,https://doi.org/10.1182/blood-2022-169213,10.1182/blood-2022-169213,2022,Blood,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Genomic Evolution of Patients with Myelodysplastic Syndrome after Hypomethylating Agent Failure' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:agent failure.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Skills Regularized Task Decomposition for Multi-Task Offline Reinforcement Learning,https://doi.org/10.52202/068431-2713,10.52202/068431-2713,2022,Advances in Neural Information Processing Systems 35,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Skills Regularized Task Decomposition for Multi-Task Offline Reinforcement Learning' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Artificial Intelligence and Employment: A Task Decomposition Approach,https://doi.org/10.2139/ssrn.5209215,10.2139/ssrn.5209215,2025,,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Artificial Intelligence and Employment: A Task Decomposition Approach' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Task Decomposition and Multi-Robot Task Allocation in Exploration With Bayesian Networks,https://doi.org/10.1109/irc63610.2024.00018,10.1109/irc63610.2024.00018,2024,2024 Eighth IEEE International Conference on Robotic Computing (IRC),paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Task Decomposition and Multi-Robot Task Allocation in Exploration With Bayesian Networks' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,"Agent-to-Agent Collaboration Models for Complex Business Workflows Coordination Strategies, Task Decomposition, and Conflict Resolution",https://doi.org/10.37547/tajet/v8i2-319,10.37547/tajet/v8i2-319,2026,The American Journal of Engineering and Technology,paper,ADJACENT,0.25,,"Relevance 0.25: paper titled 'Agent-to-Agent Collaboration Models for Complex Business Workflows Coordination Strategies, Task Dec' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.",Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,From Dry Box to Dry Cup: Portable Laparoscopic Training Through Task Decomposition,https://doi.org/10.7759/cureus.107119,10.7759/cureus.107119,2026,Cureus,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'From Dry Box to Dry Cup: Portable Laparoscopic Training Through Task Decomposition' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,LSAM: Label Semantic Association Metric for Task Decomposition in Multi-Label Learning,https://doi.org/10.2139/ssrn.5875210,10.2139/ssrn.5875210,2025,,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'LSAM: Label Semantic Association Metric for Task Decomposition in Multi-Label Learning' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,A visual question answering method based on task decomposition,https://doi.org/10.1371/journal.pone.0336623,10.1371/journal.pone.0336623,2025,PLOS One,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'A visual question answering method based on task decomposition' contributes a 'paper' matching target artifact 'paper'. Matched keywords: kw:title:task decomposition.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,Long-Horizon Planning for Multi-Agent Robots in Partially Observable Environments,https://doi.org/10.48550/arXiv.2407.10031,10.48550/arXiv.2407.10031,2024,Neural Information Processing Systems,paper,ADJACENT,0.2,,Relevance 0.20: paper titled 'Long-Horizon Planning for Multi-Agent Robots in Partially Observable Environments' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning|-neg:robotics.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B02,paper,GraSP-VLA: Graph-based Symbolic Action Representation for Long-Horizon Planning with VLA Policies,https://doi.org/10.48550/arXiv.2511.04357,10.48550/arXiv.2511.04357,2025,arXiv.org,paper,ADJACENT,0.2,,Relevance 0.20: paper titled 'GraSP-VLA: Graph-based Symbolic Action Representation for Long-Horizon Planning with VLA Policies' contributes a 'paper' matching target artifact 'paper'. Matched keywords: primary:title:long-horizon planning|-neg:robotics.,Our proposed work focuses specifically on 'Long-horizon agent planning failure modes'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
